date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:51:10	59166/59166	---M--	200	added ('OK')	image/png	etag:%22e71e-61127bd3-2f8be5;;;%22	https://moovit.foxthemes.me/wp-content/uploads/2019/08/4c-280x241.png	C:/My%20Web%20Sites/blops/moovit.foxthemes.me/wp-content/uploads/2019/08/4c-280x241.png	(from https://moovit.foxthemes.me/)
16:51:10	207408/207408	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2015:51:09%20GMT	https://moovit.foxthemes.me/home-7/	C:/My%20Web%20Sites/blops/moovit.foxthemes.me/home-7/index.html	(from https://moovit.foxthemes.me/)
16:51:10	202398/202398	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2015:51:10%20GMT	https://moovit.foxthemes.me/home-8/	C:/My%20Web%20Sites/blops/moovit.foxthemes.me/home-8/index.html	(from https://moovit.foxthemes.me/)
16:51:12	46835/46835	---M--	200	added ('OK')	image/jpeg	etag:%22b6f3-61127bd4-2f8eb5;;;%22	https://moovit.foxthemes.me/wp-content/uploads/2019/08/about-us-8-1024x686.jpg	C:/My%20Web%20Sites/blops/moovit.foxthemes.me/wp-content/uploads/2019/08/about-us-8-1024x686.jpg	(from https://moovit.foxthemes.me/)
16:51:12	248769/248769	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2015:51:12%20GMT	https://moovit.foxthemes.me/landing-page/	C:/My%20Web%20Sites/blops/moovit.foxthemes.me/landing-page/index.html	(from https://moovit.foxthemes.me/)
16:51:13	20344/20344	---M--	200	added ('OK')	image/png	etag:%224f78-61127bd3-2f8bf9;;;%22	https://moovit.foxthemes.me/wp-content/uploads/2019/08/6.png	C:/My%20Web%20Sites/blops/moovit.foxthemes.me/wp-content/uploads/2019/08/6.png	(from https://moovit.foxthemes.me/)
16:51:13	112273/112273	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2015:51:13%20GMT	https://moovit.foxthemes.me/ocean-freight/	C:/My%20Web%20Sites/blops/moovit.foxthemes.me/ocean-freight/index.html	(from https://moovit.foxthemes.me/)
16:51:14	4689/4689	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2015:51:13%20GMT	https://moovit.foxthemes.me/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/blops/moovit.foxthemes.me/cdn-cgi/l/email-protection.html	(from https://moovit.foxthemes.me/)
16:51:15	156642/156642	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2015:51:14%20GMT	https://moovit.foxthemes.me/value-added-services/	C:/My%20Web%20Sites/blops/moovit.foxthemes.me/value-added-services/index.html	(from https://moovit.foxthemes.me/)
16:51:15	94770/94770	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2015:51:14%20GMT	https://moovit.foxthemes.me/global-coverage/	C:/My%20Web%20Sites/blops/moovit.foxthemes.me/global-coverage/index.html	(from https://moovit.foxthemes.me/)
16:51:15	97377/97377	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2015:51:15%20GMT	https://moovit.foxthemes.me/freight-audit-and-recovery/	C:/My%20Web%20Sites/blops/moovit.foxthemes.me/freight-audit-and-recovery/index.html	(from https://moovit.foxthemes.me/)
16:51:16	35592/35592	---M--	200	added ('OK')	image/jpeg	etag:%228b08-61127bd9-2f95dc;;;%22	https://moovit.foxthemes.me/wp-content/uploads/2019/10/handy-wicaksono-brizG9kR6qI-unsplash-scaled-384x576.jpg	C:/My%20Web%20Sites/blops/moovit.foxthemes.me/wp-content/uploads/2019/10/handy-wicaksono-brizG9kR6qI-unsplash-scaled-384x576.jpg	(from https://moovit.foxthemes.me/)
16:51:16	109791/109791	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2015:51:15%20GMT	https://moovit.foxthemes.me/warehousing-services/	C:/My%20Web%20Sites/blops/moovit.foxthemes.me/warehousing-services/index.html	(from https://moovit.foxthemes.me/)
16:51:16	4034/4034	---M--	200	added ('OK')	image/jpeg	etag:%22fc2-61127bd9-2f9529;;;%22	https://moovit.foxthemes.me/wp-content/uploads/2019/09/sage-kirk-Wx2AjoLtpcU-unsplash-1-1-100x100.jpg	C:/My%20Web%20Sites/blops/moovit.foxthemes.me/wp-content/uploads/2019/09/sage-kirk-Wx2AjoLtpcU-unsplash-1-1-100x100.jpg	(from https://moovit.foxthemes.me/)
16:51:16	141535/141535	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2015:51:16%20GMT	https://moovit.foxthemes.me/distribution-services/	C:/My%20Web%20Sites/blops/moovit.foxthemes.me/distribution-services/index.html	(from https://moovit.foxthemes.me/)
16:51:18	60484/60484	---M--	200	added ('OK')	image/jpeg	etag:%22ec44-61127bd9-2f9689;;;%22	https://moovit.foxthemes.me/wp-content/uploads/2019/10/ruchindra-gunasekara-GK8x_XCcDZg-unsplash-scaled-384x512.jpg	C:/My%20Web%20Sites/blops/moovit.foxthemes.me/wp-content/uploads/2019/10/ruchindra-gunasekara-GK8x_XCcDZg-unsplash-scaled-384x512.jpg	(from https://moovit.foxthemes.me/)
16:51:18	97079/97079	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2015:51:17%20GMT	https://moovit.foxthemes.me/business-intelligence-analytics/	C:/My%20Web%20Sites/blops/moovit.foxthemes.me/business-intelligence-analytics/index.html	(from https://moovit.foxthemes.me/)
16:51:18	97384/97384	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2015:51:17%20GMT	https://moovit.foxthemes.me/finance-accounting-tools/	C:/My%20Web%20Sites/blops/moovit.foxthemes.me/finance-accounting-tools/index.html	(from https://moovit.foxthemes.me/)
16:51:18	97104/97104	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2015:51:18%20GMT	https://moovit.foxthemes.me/carrier-contract-optimization/	C:/My%20Web%20Sites/blops/moovit.foxthemes.me/carrier-contract-optimization/index.html	(from https://moovit.foxthemes.me/)
16:51:19	41403/41403	---M--	200	added ('OK')	image/jpeg	etag:%22a1bb-61127bd9-2f9621;;;%22	https://moovit.foxthemes.me/wp-content/uploads/2019/10/julian-schultz-AXu13cY0TO8-unsplash-384x397.jpg	C:/My%20Web%20Sites/blops/moovit.foxthemes.me/wp-content/uploads/2019/10/julian-schultz-AXu13cY0TO8-unsplash-384x397.jpg	(from https://moovit.foxthemes.me/)
